16-12#393,606#100000000111111
16-12#393,606#100000000111111
16-12#393,606#100000000111111
16-12#393,606#100000000111111
16-12#393,606#100000000111111
16-12#393,606#100000000111111
16-12#393,606#100000000111111
16-12#393,606#100000000111111
16-12#393,606#100000000111111
16-12#393,606#100000000111111
16-12#393,606#100000000111111
16-12#393,606#100000000111111
16-12#393,606#100000000111111
16-12#393,606#100000000111111
16-12#393,606#100000000111111
16-12#393,606#100000000111111
16-12#393,606#100000000111111
16-12#393,606#100000000111111
16-12#393,606#100000000111111
16-12#393,606#100000000111111
16-12#393,606#100000000111111
16-12#393,606#100000000111111
16-12#393,606#100000000111111
16-12#393,606#100000000111111
16-12#393,606#100000000111111
16-12#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-13#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
16-14#393,606#100000000111111
